task_id,annotation_id,completed_by,relevance_choice,annotation_created_at,company_name,post_date,comment_id,parent_id,comment_text,comment_date,comment_type,reaction_count,before_DEI,has_DEI,root_id,depth,sibling_count,time_since_root,cleaned_text,full_text
252,252,1,1 (Relevant),2025-04-20T20:40:49.739198Z,Costco,2025-01-26 19:21:00,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzU0NTAxMzcyNDY2NTUxOA==,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzQ4OTQ2MjEyNzU0NjgyMA==,"You MOST CERTAINLY DO CARE save your racist I dont see color crap. Maam the laws were created to stop racists like you, who have opressed POC for hundred of years after slavery, STOP them from robbing human beings of Jobs Education and Housing. Like trump who was found to be Descriminatory in his Housing practices. To Protect people from the VERY RACISM in their blood that they delight in an idiot convicted Felon Uneducated MEDIOCRE man Like trump. You are so Indoctrinated in your racist cult that you don't even know THAT THERE ARE ALREADY LAWS on the BOOKS TO SEND BACK IMMEDIATELY ANY UNDOCUMENTED IMMIGRANT who commits crime!!!!!! Did you know that? Look it up! But he created an executive order FOR SHOW for a Racist show made just for you. White people have had an Advantage for Hundreds of years and now an EVEN PLAYING FIELD feels like oppression How ridiculous are you. I want you and your racist ideals back under that rock where you belong.",2025-02-01,reply,0,0,1,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzU3MzI5ODE1ODg2MTA3MQ==,4,0,0 days,"you most certainly do care save your racist i dont see color crap. maam the laws were created to stop racists like you, who have opressed poc for hundred of years after slavery, stop them from robbing human beings of jobs education and housing. like trump who was found to be descriminatory in his housing practices. to protect people from the very racism in their blood that they delight in an idiot convicted felon uneducated mediocre man like trump. you are so indoctrinated in your racist cult that you don't even know that there are already laws on the books to send back immediately any undocumented immigrant who commits crime!!!!!! did you know that? look it up! but he created an executive order for show for a racist show made just for you. white people have had an advantage for hundreds of years and now an even playing field feels like oppression how ridiculous are you. i want you and your racist ideals back under that rock where you belong.","no, your hatred is called racism and anyone interrupting your white privilege must be destroyed correct? are you a yahtzee as well? or maybe youre just some propaganda network parrot just repeating what you hear poc have been targets forever and the very thought of giving us an equal playing field drives you crazy doesn't it but guess what eva braun we aren't going anywhere! adios bish → we were all created equal and unlike you i don't care about what color of your skin is. if you discriminate against white, black, hispanic or jews, it's illegal. i can think for myself and i treat people like i want to be treated. stop your nonsense. i've seen how pro-hamas protesters supporting a terrorist group and have spouted hate speech towards the jews and wants them exterminated. trump signed an eo and if any foreign person who supports terrorist groups will have their visa revoke. if they commit crimes, they will be arrested because we know even professors got into the act and some even took over a university building and only some got arrested and released and no record. yet if others would have done that towards blacks, the biden administration would have arrested them and jailed. i could give you plenty of examples but jobs should be on merit, not the color of your skin period. → you most certainly do care save your racist i dont see color crap. maam the laws were created to stop racists like you, who have opressed poc for hundred of years after slavery, stop them from robbing human beings of jobs education and housing. like trump who was found to be descriminatory in his housing practices. to protect people from the very racism in their blood that they delight in an idiot convicted felon uneducated mediocre man like trump. you are so indoctrinated in your racist cult that you don't even know that there are already laws on the books to send back immediately any undocumented immigrant who commits crime!!!!!! did you know that? look it up! but he created an executive order for show for a racist show made just for you. white people have had an advantage for hundreds of years and now an even playing field feels like oppression how ridiculous are you. i want you and your racist ideals back under that rock where you belong."
253,253,1,0 (Not Relevant),2025-04-20T20:40:54.597692Z,Google,2025-01-30 13:10:00,Y29tbWVudDoxMTczMjU1MTkwODIyNTgwXzEzMjg5NjgzMzUxOTI0MzI=,,"Thank you, beautiful perfect",2025-02-06,initial,1,0,0,Y29tbWVudDoxMTczMjU1MTkwODIyNTgwXzEzMjg5NjgzMzUxOTI0MzI=,0,83,0 days,"thank you, beautiful perfect","thank you, beautiful perfect"
254,254,1,0 (Not Relevant),2025-04-20T20:41:07.852838Z,Costco,2025-02-03 11:07:00,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzEzODQyODg2MzI5NDMxNDU=,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzE1Mzc3MjcxOTAyNDc5OTg=,"lol you obviously haven’t been lately, they’ll be fine without you!",2025-02-09,reply,5,0,1,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzExNjA0NzA4NzIzNzA0Nzc=,5,0,0 days,"lol you obviously havent been lately, theyll be fine without you!","no one cares but we are all happy to not have so many magats in the store! → that's sweet spend your money i hope there's enough of you to keep the place open → lol you obviously havent been lately, theyll be fine without you!"
255,255,1,0 (Not Relevant),2025-04-20T20:41:15.255525Z,Costco,2025-01-28 15:40:00,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzk2MDE4NDExMjcxOTQ2OA==,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzk3MjA3Mjg5MDk0NzA0Mw==,"But you still follow Costco? 
 Costco is better!",2025-02-01,reply,7,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzk3MjA3Mjg5MDk0NzA0Mw==,1,31,0 days,but you still follow costco? costco is better!,at sam's club. my entire extended family now moving our shopping there since you do not support merit based upward mobility. → but you still follow costco? costco is better!
256,256,1,1 (Relevant),2025-04-20T20:41:26.686143Z,Target,2025-01-24 08:17:00,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzE1NTcwMzk3NzUwMzgyNzY=,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzk2NjkwODUwNDc3NDE5OQ==,fighting for civil rights is not over.,2025-01-31,reply,0,0,0,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzI0MTg2MDYwODE4MTE3MTE=,2,7,7 days,fighting for civil rights is not over.,"another company caves to the orange god. i was so happy to stop shopping at amazon and move to target. time to shop local. → you might pay attention to the reasoning behind this, and why so many have been calling for it! → fighting for civil rights is not over."
257,257,1,1 (Relevant),2025-04-20T20:41:39.758187Z,Costco,2025-02-04 14:13:00,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1XzEzMDY2MDE1ODcxMjQyNzE=,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1Xzk3NDUxMjI4NzM3NTY5NQ==,WOW! You have a problem! And not even afraid to hide your racist nature!,2025-02-09,reply,0,0,1,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1XzEzNDkyMTY5MTY1MTg5MDQ=,3,2,0 days,wow! you have a problem! and not even afraid to hide your racist nature!,"patricia auger- i love the laughing emoji! im glad youre laughing with joy for what costco is doing too! yay costco, another supporter, go patty! → hiring people that might not be qualified, but we hire them because we feel bad for them because theyre minorities?? sounds logical. → wow! you have a problem! and not even afraid to hide your racist nature!"
258,258,1,0 (Not Relevant),2025-04-20T20:45:56.811495Z,Costco,2025-01-27 15:18:00,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE3Nzg2MjQ2NTI5NjAzMDU=,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE0MTQ3NTY0MTI2OTE3Nzg=,"do you have the required ID/Membership to enter onto their ""Members Only"" business???",2025-02-01,reply,0,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE0MTQ3NTY0MTI2OTE3Nzg=,1,44,0 days,"do you have the required id/membership to enter onto their ""members only"" business???","i will be doing the majority of my shopping at costco from now on. → do you have the required id/membership to enter onto their ""members only"" business???"
259,259,1,0 (Not Relevant),2025-04-20T20:46:06.965199Z,Google,2025-02-06 10:26:00,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzY2MzE0NjIyMjcwNTkzNw==,,You IDIOTS!!!! Change it back to the Gulf of Mexico. Quit pandering to Herr tr*mp.,2025-02-13,initial,0,0,0,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzY2MzE0NjIyMjcwNTkzNw==,0,444,0 days,you idiots!!!! change it back to the gulf of mexico. quit pandering to herr tr*mp.,you idiots!!!! change it back to the gulf of mexico. quit pandering to herr tr*mp.
260,260,1,0 (Not Relevant),2025-04-20T20:46:14.327162Z,Costco,2025-01-17 10:04:00,Y29tbWVudDoxMDIzNTI5Mjc2NDcxOTAyXzE1Mjc0NDkzNjEyNTI4MjY=,Y29tbWVudDoxMDIzNTI5Mjc2NDcxOTAyXzYxNjQwODIwMDc3NDE1Ng==,she’s just trying to help keep medical insurance costs down.,2025-01-24,reply,0,0,1,Y29tbWVudDoxMDIzNTI5Mjc2NDcxOTAyXzk4MzAzMjYxMDM5OTc3Nw==,2,0,0 days,shes just trying to help keep medical insurance costs down.,"not even real potatoes, total junk and seed oils. there are better alternatives. → oh no the health experts are out → shes just trying to help keep medical insurance costs down."
261,261,1,1 (Relevant),2025-04-20T20:46:19.786070Z,Target,2025-01-30 07:55:00,Y29tbWVudDoxMTY5MDA3NTk0NTg0NjMwXzEyNzQ3NjA4MzM2MDkxMzU=,,Lost customer. You ended DEI initiatives.,2025-02-07,initial,18,0,0,Y29tbWVudDoxMTY5MDA3NTk0NTg0NjMwXzEyNzQ3NjA4MzM2MDkxMzU=,0,138,0 days,lost customer. you ended dei initiatives.,lost customer. you ended dei initiatives.
262,262,1,0 (Not Relevant),2025-04-20T20:46:34.628295Z,Google,2025-02-10 13:54:00,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzYzNzk1ODIwNTU3ODE1NQ==,,What a cowardly lickspittle company lol,2025-02-13,initial,0,0,0,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzYzNzk1ODIwNTU3ODE1NQ==,0,676,0 days,what a cowardly lickspittle company lol,what a cowardly lickspittle company lol
263,263,1,0 (Not Relevant),2025-04-20T20:46:42.020758Z,Costco,2025-02-18 15:25:00,Y29tbWVudDoxMDQ3NDEzOTcwNzUwMDk5XzE2NzcxMjYwOTk4ODk0OTc=,,is it the same in canada as well ?,2025-02-23,initial,0,0,1,Y29tbWVudDoxMDQ3NDEzOTcwNzUwMDk5XzE2NzcxMjYwOTk4ODk0OTc=,0,377,0 days,is it the same in canada as well ?,is it the same in canada as well ?
264,264,1,1 (Relevant),2025-04-20T20:46:47.886782Z,Target,2025-02-02 11:06:00,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzkyNzg5NzE2NjEzNTE0Mg==,,"I'm confused, is DEI for protective measures? So nobody at higher levels can discriminate? To keep things level across the board? What if companies simply had a good sense of humanity and just didn't discriminate or would that be asking too much - for … See more",2025-02-07,initial,18,0,0,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzkyNzg5NzE2NjEzNTE0Mg==,0,719,0 days,"i'm confused, is dei for protective measures? so nobody at higher levels can discriminate? to keep things level across the board? what if companies simply had a good sense of humanity and just didn't discriminate or would that be asking too much - for ... see more","i'm confused, is dei for protective measures? so nobody at higher levels can discriminate? to keep things level across the board? what if companies simply had a good sense of humanity and just didn't discriminate or would that be asking too much - for ... see more"
265,265,1,1 (Relevant),2025-04-20T20:46:54.305789Z,Delta,2025-03-02 09:00:00,Y29tbWVudDoxMDM0MzA1Mzc1Mzg1MDQxXzU0MzMyMzM2NTQ1NTExMg==,,"I've always used Delta. I'm just concerned lately with Delta continuing to push DEI and give unqualified applicants a job just so they can check a box. Endeavor air pushing for all female crews also has me very concerned. Yes women are just as capable as men, in fact it was a woman who taught me to fly but pushing this just to say you have an all female crew is concerning.",2025-03-29,initial,1,0,1,Y29tbWVudDoxMDM0MzA1Mzc1Mzg1MDQxXzU0MzMyMzM2NTQ1NTExMg==,0,163,0 days,"i've always used delta. i'm just concerned lately with delta continuing to push dei and give unqualified applicants a job just so they can check a box. endeavor air pushing for all female crews also has me very concerned. yes women are just as capable as men, in fact it was a woman who taught me to fly but pushing this just to say you have an all female crew is concerning.","i've always used delta. i'm just concerned lately with delta continuing to push dei and give unqualified applicants a job just so they can check a box. endeavor air pushing for all female crews also has me very concerned. yes women are just as capable as men, in fact it was a woman who taught me to fly but pushing this just to say you have an all female crew is concerning."
266,266,1,1 (Relevant),2025-04-20T20:46:59.671000Z,Costco,2025-01-22 13:45:00,Y29tbWVudDoxMDI3MjI4OTIyNzY4NjA0XzYxMjE1MjEwNTA4NzYzMg==,Y29tbWVudDoxMDI3MjI4OTIyNzY4NjA0XzYwODYxMTA2ODQ0MDAzMQ==,"5. **Low emotional intelligence individual**: Name-calling is sometimes seen as a sign of poor emotional intelligence, reflecting an inability to communicate effectively or empathize with others[4].",2025-01-31,reply,1,0,1,Y29tbWVudDoxMDI3MjI4OTIyNzY4NjA0XzI1Nzg3MTUxMDIzMTU1MDI=,6,0,0 days,"5. **low emotional intelligence individual**: name-calling is sometimes seen as a sign of poor emotional intelligence, reflecting an inability to communicate effectively or empathize with others[4].","lol okay racist. that is such a racist comment. nice job proving me right. apparently you are in fact the bigot that loves discriminating against people based on the color of their skin. thats so funny that you would opening acknowledge that. → im not racists. your racist. → 5. **low emotional intelligence individual**: name-calling is sometimes seen as a sign of poor emotional intelligence, reflecting an inability to communicate effectively or empathize with others[4]."
267,267,1,0 (Not Relevant),2025-04-20T20:47:22.970758Z,Target,2025-02-02 11:06:00,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzEzNzk3MjE1OTYzOTkyNjI=,,Oh brother! You just don’t get it do you Target? You don’t get to have it both ways.,2025-02-07,initial,1,0,0,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzEzNzk3MjE1OTYzOTkyNjI=,0,719,0 days,oh brother! you just dont get it do you target? you dont get to have it both ways.,oh brother! you just dont get it do you target? you dont get to have it both ways.
268,268,1,0 (Not Relevant),2025-04-20T20:47:30.006767Z,Delta,2025-02-19 14:53:00,Y29tbWVudDoxMDI2MTU4MjY5NTMzMDg1XzUwOTkxMDAzNTQ4MDIyMQ==,Y29tbWVudDoxMDI2MTU4MjY5NTMzMDg1XzEzMTkyMzk4MDkyMjEyMzU=,watch what you say they put somebody on the no flight list yesterday for making a comment about the crash,2025-02-22,reply,0,0,1,Y29tbWVudDoxMDI2MTU4MjY5NTMzMDg1XzEzMTkyMzk4MDkyMjEyMzU=,1,1,0 days,watch what you say they put somebody on the no flight list yesterday for making a comment about the crash,inexperienced pilots. → watch what you say they put somebody on the no flight list yesterday for making a comment about the crash
269,269,1,0 (Not Relevant),2025-04-20T20:47:34.384098Z,Costco,2025-01-13 11:00:00,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzE5Njg3OTc1MTY5NTExOTU=,,Bring back gyoza!,2025-01-17,initial,1,1,1,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzE5Njg3OTc1MTY5NTExOTU=,0,272,0 days,bring back gyoza!,bring back gyoza!
270,270,1,0 (Not Relevant),2025-04-20T20:47:38.499074Z,Costco,2025-02-05 10:15:00,Y29tbWVudDoxMDM3NDU4MTExNzQ1Njg1XzExMTU1OTA5MjAzNjM5OTY=,,Nguoi mẫu tuyệt vời…. Ông mặt trời,2025-02-09,initial,0,0,1,Y29tbWVudDoxMDM3NDU4MTExNzQ1Njg1XzExMTU1OTA5MjAzNjM5OTY=,0,293,0 days,nguoi mu tuyt vi.... ng mt tri,nguoi mu tuyt vi.... ng mt tri
271,271,1,0 (Not Relevant),2025-04-20T20:47:44.114400Z,Target,2025-02-14 07:58:00,Y29tbWVudDoxMTc5NDcyMDMwMjA0ODUzXzExOTAwMjU5NDI1MjY5MjA=,,Heading to Target right now. Love Target!!!,2025-02-14,initial,13,0,0,Y29tbWVudDoxMTc5NDcyMDMwMjA0ODUzXzExOTAwMjU5NDI1MjY5MjA=,0,83,0 days,heading to target right now. love target!!!,heading to target right now. love target!!!
272,272,1,0 (Not Relevant),2025-04-20T20:47:48.130789Z,Google,2025-02-28 13:39:00,Y29tbWVudDoxMTkzNjk0OTE1NDQ1Mjc0XzE2OTQxNjM1ODQ4NDI5ODA=,,Very Good,2025-03-06,initial,1,0,0,Y29tbWVudDoxMTkzNjk0OTE1NDQ1Mjc0XzE2OTQxNjM1ODQ4NDI5ODA=,0,440,0 days,very good,very good
273,273,1,0 (Not Relevant),2025-04-20T20:48:02.065297Z,Target,2025-01-24 08:17:00,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzExMjU2NTQwMzI2ODIzODI=,,One less place to go!,2025-01-31,initial,10,0,0,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzExMjU2NTQwMzI2ODIzODI=,0,488,0 days,one less place to go!,one less place to go!
274,274,1,0 (Not Relevant),2025-04-20T20:48:05.801179Z,Target,2025-01-24 08:17:00,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzQ1NjQwMzgxMDczNjUzMw==,,Lù Lù Foxx,2025-01-31,initial,0,0,0,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzQ1NjQwMzgxMDczNjUzMw==,0,488,0 days,l l foxx,l l foxx
275,275,1,0 (Not Relevant),2025-04-20T20:48:09.578982Z,Google,2025-01-22 10:58:00,Y29tbWVudDoxMTY3NjA5MTE0NzIwNTIxXzE3Nzg0MjA0NDI5NDMzMjI=,,It arrived in my Gmail a while ago.,2025-01-23,initial,2,1,0,Y29tbWVudDoxMTY3NjA5MTE0NzIwNTIxXzE3Nzg0MjA0NDI5NDMzMjI=,0,71,0 days,it arrived in my gmail a while ago.,it arrived in my gmail a while ago.
276,276,1,1 (Relevant),2025-04-20T20:48:26.296498Z,Costco,2025-01-31 09:00:00,Y29tbWVudDoxMDMzNzQ5ODUyMTE2NTExXzEwMDA1NTc2MTg2NDUyNzA=,Y29tbWVudDoxMDMzNzQ5ODUyMTE2NTExXzY0NjkzNTQ4MTEwNTcyMA==,I was at Costco recently and I've never seen so few shoppers. I think them sticking to a failed policy will make a difference.,2025-02-01,reply,2,0,1,Y29tbWVudDoxMDMzNzQ5ODUyMTE2NTExXzY0NjkzNTQ4MTEwNTcyMA==,1,5,0 days,i was at costco recently and i've never seen so few shoppers. i think them sticking to a failed policy will make a difference.,wont be renewing my membership. sams club will get my business. → i was at costco recently and i've never seen so few shoppers. i think them sticking to a failed policy will make a difference.
277,277,1,1 (Relevant),2025-04-20T20:48:36.131262Z,Costco,2025-02-02 09:00:00,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzEyOTYwNTI0NjQ5NDg2NTQ=,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzU1NzkzMzE4MDYwMTAyMQ==,stand up and fight is what I say.,2025-02-08,reply,3,0,1,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzU5Mjg4NjQ2NjkyNDgxMg==,2,2,0 days,stand up and fight is what i say.,"thank you costco for your continued commitment to dei hiring. we've been a customer a long time. we will be dropping our ""other"" membership and only using your store!!! → get ready to be disappointed. <url> → stand up and fight is what i say."
278,278,1,0 (Not Relevant),2025-04-20T20:48:41.733028Z,Google,2025-02-10 13:54:00,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzEyOTAzODUxNzg4NjAwNDY=,,What nonsense renaming a body of water to cater to a Trump tantrum.,2025-02-13,initial,1,0,0,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzEyOTAzODUxNzg4NjAwNDY=,0,676,0 days,what nonsense renaming a body of water to cater to a trump tantrum.,what nonsense renaming a body of water to cater to a trump tantrum.
279,279,1,0 (Not Relevant),2025-04-20T20:48:46.146165Z,Costco,2025-02-01 09:00:00,Y29tbWVudDoxMDM0NDgxMjg1Mzc2NzAxXzY1MzIyNTAzMDQ2OTMxMQ==,,Purchasing membership now!,2025-02-01,initial,3,0,1,Y29tbWVudDoxMDM0NDgxMjg1Mzc2NzAxXzY1MzIyNTAzMDQ2OTMxMQ==,0,131,0 days,purchasing membership now!,purchasing membership now!
280,280,1,0 (Not Relevant),2025-04-20T20:48:50.180932Z,Costco,2025-01-13 11:00:00,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzU2NTM3Mjk1NjY1MjI4MA==,,Agathe Et Yvon Levesque,2025-01-24,initial,0,0,1,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzU2NTM3Mjk1NjY1MjI4MA==,0,272,0 days,agathe et yvon levesque,agathe et yvon levesque
281,281,1,1 (Relevant),2025-04-20T20:48:58.430429Z,Google,2025-02-01 07:16:00,Y29tbWVudDoxMTc0NDIzMTUwNzA1Nzg0XzU4MzcwMTAzNDgyMjAyNg==,,How soon before you drop celebrating Black History Month to appease Trump?,2025-02-13,initial,0,0,0,Y29tbWVudDoxMTc0NDIzMTUwNzA1Nzg0XzU4MzcwMTAzNDgyMjAyNg==,0,198,0 days,how soon before you drop celebrating black history month to appease trump?,how soon before you drop celebrating black history month to appease trump?
282,282,1,0 (Not Relevant),2025-04-20T20:49:06.248631Z,Delta,2025-02-17 14:08:00,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzM3ODg2Njg1MzEyNzk2MTM=,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzgwNDU4NzM4ODUzNDg4MQ==,DEI Pilots? Please release names and pictures.,2025-02-22,reply,1,0,1,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzgwNDU4NzM4ODUzNDg4MQ==,1,6,0 days,dei pilots? please release names and pictures.,"delta has activated its passenger inquiry center for family and loved ones of customers involved in todays accident so they can connect with delta for more information. in canada, these individuals may reach out via 1-866-629-4775. in the united states, they may connect using 1-800-997-5454. → dei pilots? please release names and pictures."
283,283,1,0 (Not Relevant),2025-04-20T20:49:16.333436Z,Delta,2025-02-13 09:30:00,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzEwMjk2OTk5MzIzMjkxNDY=,,Leg room?,2025-02-15,initial,1,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzEwMjk2OTk5MzIzMjkxNDY=,0,480,0 days,leg room?,leg room?
284,284,1,0 (Not Relevant),2025-04-20T20:49:20.280849Z,Google,2025-02-12 10:40:00,Y29tbWVudDoxMTgxODYyNTYzMjk1MTc2XzE2Nzc1NTgzMTk4MjM2MTk=,,Don't be evil,2025-02-20,initial,1,0,0,Y29tbWVudDoxMTgxODYyNTYzMjk1MTc2XzE2Nzc1NTgzMTk4MjM2MTk=,0,440,0 days,don't be evil,don't be evil
285,285,1,0 (Not Relevant),2025-04-20T20:49:25.137147Z,Google,2025-01-30 14:51:00,Y29tbWVudDoxMTczMjk0MzcwODE4NjYyXzkxMDEzMTEzODY2MzIzNjY=,Y29tbWVudDoxMTczMjk0MzcwODE4NjYyXzk3NzE1NzI0NzY3MDk5Mw==,thanks for your support. Connect to learn more..,2025-02-13,reply,0,0,0,Y29tbWVudDoxMTczMjk0MzcwODE4NjYyXzk3NzE1NzI0NzY3MDk5Mw==,1,0,7 days,thanks for your support. connect to learn more..,goodjob → thanks for your support. connect to learn more..
286,286,1,0 (Not Relevant),2025-04-20T20:49:29.808948Z,Costco,2025-02-09 09:00:00,Y29tbWVudDoxMDQwMzExMDU0NzkzNzI0XzEwMjk5MDM5MDI0OTAxNDA=,,Bring back the supreme please!,2025-02-16,initial,0,0,1,Y29tbWVudDoxMDQwMzExMDU0NzkzNzI0XzEwMjk5MDM5MDI0OTAxNDA=,0,801,0 days,bring back the supreme please!,bring back the supreme please!
287,287,1,0 (Not Relevant),2025-04-20T20:49:47.678786Z,Costco,2025-02-01 09:00:00,Y29tbWVudDoxMDM0NDgxMjg1Mzc2NzAxXzEzMzk2NzI4MzA1NDgzODE=,Y29tbWVudDoxMDM0NDgxMjg1Mzc2NzAxXzkzMjg2MjE5OTAzODk0OA==,you sound very culty,2025-02-01,reply,3,0,1,Y29tbWVudDoxMDM0NDgxMjg1Mzc2NzAxXzkzMjg2MjE5OTAzODk0OA==,1,2,0 days,you sound very culty,"which is indirect calls of what happened in washington dc. over 2000 qualified applicants were not hired in the faa because they did not meet the criteria of the demonic evil influence. hence the faa has been in shortage for employees for years, 11 short employees the night of the crash, and only one directing both the airplane and the helicopter when there shouldve been 2 → you sound very culty"
288,288,1,0 (Not Relevant),2025-04-20T20:50:05.274323Z,Costco,2025-02-04 09:00:00,Y29tbWVudDoxMDM2NzI0ODA4NDg1NjgyXzEzMjc3MjUzMzUwNDA4Nzc=,Y29tbWVudDoxMDM2NzI0ODA4NDg1NjgyXzY0OTgxNzIzNDI3ODI4MA==,"good, we don't need your phlegm in our faces anyway",2025-02-09,reply,2,0,1,Y29tbWVudDoxMDM2NzI0ODA4NDg1NjgyXzY0OTgxNzIzNDI3ODI4MA==,1,8,0 days,"good, we don't need your phlegm in our faces anyway","youre annoying phone calls and emails to renew my membership are exactly that. you did not respect the laws during covid in ontario canada and your low iq staff tried to force me to wear a mask. our business is done. → good, we don't need your phlegm in our faces anyway"
289,289,1,0 (Not Relevant),2025-04-20T20:50:13.695187Z,Delta,2025-02-13 09:30:00,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzk2MjI0MzUwNTU2MDk2NA==,,"Great could you up prices a bit and make them larger! . Like 20 inch seat, with 35 inches of leg room…. Why not??? Oh greed!",2025-02-15,initial,1,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzk2MjI0MzUwNTU2MDk2NA==,0,480,0 days,"great could you up prices a bit and make them larger! . like 20 inch seat, with 35 inches of leg room.... why not??? oh greed!","great could you up prices a bit and make them larger! . like 20 inch seat, with 35 inches of leg room.... why not??? oh greed!"
290,290,1,1 (Relevant),2025-04-20T20:50:19.438292Z,Target,2025-02-12 13:17:00,Y29tbWVudDoxMTc4MjA5NjgzNjY0NDIxXzExNTExNzM3Nzk4MDAwNTU=,,"The sweetest packages are DEI, but you got rid of that so you’re on my s-list",2025-02-14,initial,115,0,0,Y29tbWVudDoxMTc4MjA5NjgzNjY0NDIxXzExNTExNzM3Nzk4MDAwNTU=,0,67,0 days,"the sweetest packages are dei, but you got rid of that so youre on my s-list","the sweetest packages are dei, but you got rid of that so youre on my s-list"
291,291,1,1 (Relevant),2025-04-20T20:50:30.685048Z,Costco,2025-01-26 19:21:00,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzEwNzk3MDgzODcyNDEzMzQ=,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzEzMjI3NTA5MTU1MzI4NDI=,"you kind??? Well you and your ilk are an American hating socialist whose ideology has sent this country into a moral, financial and corrupt ditch.",2025-02-08,reply,0,0,1,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzI2Njg1NTI4MzAxOTk1NDM=,7,0,7 days,"you kind??? well you and your ilk are an american hating socialist whose ideology has sent this country into a moral, financial and corrupt ditch.","corrupt ideology the majority of americans are sick and tired of. you go girl you and your kind represents the perfect poster child that the maga and maha movements has run against. → my kind? what is my kind, larry? → you kind??? well you and your ilk are an american hating socialist whose ideology has sent this country into a moral, financial and corrupt ditch."
292,292,1,0 (Not Relevant),2025-04-20T20:50:43.371987Z,Google,2025-02-07 13:34:00,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzU3Nzg3NzMwNTIxMTAxMQ==,,"Fugg you google. Removed google maps, chrome and set my default search engine to a different one. Screw you for giving in to the tantrums of some wannabe dictator #gulfofmexico",2025-02-13,initial,0,0,0,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzU3Nzg3NzMwNTIxMTAxMQ==,0,251,0 days,"fugg you google. removed google maps, chrome and set my default search engine to a different one. screw you for giving in to the tantrums of some wannabe dictator #gulfofmexico","fugg you google. removed google maps, chrome and set my default search engine to a different one. screw you for giving in to the tantrums of some wannabe dictator #gulfofmexico"
