task_id,company_name,post_date,comment_id,parent_id,comment_text,comment_date,comment_type,reaction_count,before_DEI,has_DEI,root_id,depth,sibling_count,time_since_root,cleaned_text,full_text,reviewer_01,reviewer_02,relevance_average,relevance_label
330,Costco,1/27/2025 15:18,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5Xzk3NTAyMDY3MDY4MTk0Nw==,,Well worth the membership!,2/8/2025,initial,0,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5Xzk3NTAyMDY3MDY4MTk0Nw==,0,899,0 days,well worth the membership!,well worth the membership!,0,0,0,0
311,Costco,1/27/2025 15:18,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5Xzk4MDExMzExNDA1NTEyOQ==,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzkyNjgyMzkzOTYzMTE1NQ==,bye,2/1/2025,reply,0,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzkyNjgyMzkzOTYzMTE1NQ==,1,144,0 days,bye,not renewing my membership unless you get rid of dei! → bye,1,1,1,1
31,Costco,1/27/2025 15:18,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzkwMjA1OTA0MjEzOTI5Njc=,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE0MTQ3NTY0MTI2OTE3Nzg=,Me too,2/1/2025,reply,0,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE0MTQ3NTY0MTI2OTE3Nzg=,1,44,0 days,me too,i will be doing the majority of my shopping at costco from now on. → me too,0,0,0,0
397,Costco,1/27/2025 15:18,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzkxOTYzNDYzMTM3OTMxMTI=,,"Target Rolls Back DEI, Joining Other Major Companies Like Walmart, Meta .... the PEOPLE have spoken! Your turn cause I will CANCEL after many years as well!!!!",2/1/2025,initial,0,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzkxOTYzNDYzMTM3OTMxMTI=,0,899,0 days,"target rolls back dei, joining other major companies like walmart, meta .... the people have spoken! your turn cause i will cancel after many years as well!!!!","target rolls back dei, joining other major companies like walmart, meta .... the people have spoken! your turn cause i will cancel after many years as well!!!!",1,1,1,1
192,Costco,1/27/2025 15:18,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzkyMzQzNjQ2NjQ0MDM1MQ==,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE1NDE5Nzk4NTY0OTg0ODU=,"What a weird thing to request. If you were actually a Costco customer you’d know that you haven’t needed a physical card to shop there for years. It’s digital, on the app. People can cut up their card if they still have it, but most people don’t. It’s a moot point considering you can just use the app. Strange ask.",2/1/2025,reply,1,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE2NTQ2NDA1OTIwNzcxNTY=,2,0,0 days,"what a weird thing to request. if you were actually a costco customer youd know that you havent needed a physical card to shop there for years. its digital, on the app. people can cut up their card if they still have it, but most people dont. its a moot point considering you can just use the app. strange ask.","never shopping at costco again just cut my cards up because there is no place for dei in america its racism! → show it. show us your cut up card → what a weird thing to request. if you were actually a costco customer youd know that you havent needed a physical card to shop there for years. its digital, on the app. people can cut up their card if they still have it, but most people dont. its a moot point considering you can just use the app. strange ask.",1,1,1,1
86,Costco,1/28/2025 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzEwMDk2MjkyMTA5OTU1NTY=,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzk3MjA3Mjg5MDk0NzA0Mw==,"So what you really mean is that you only support white people being promoted, right?",2/1/2025,reply,0,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzk3MjA3Mjg5MDk0NzA0Mw==,1,31,0 days,"so what you really mean is that you only support white people being promoted, right?","at sam's club. my entire extended family now moving our shopping there since you do not support merit based upward mobility. → so what you really mean is that you only support white people being promoted, right?",1,1,1,1
188,Costco,1/28/2025 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzExMTE3OTIxMzcwOTE1NjA=,,Super proud to support a company that is choosing to continue its DEI program! Went there today with my son to stock up on our faves and try a few new things even though we didn’t actually “need” anything. Lifelong Costco members!,2/1/2025,initial,20,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzExMTE3OTIxMzcwOTE1NjA=,0,520,0 days,super proud to support a company that is choosing to continue its dei program! went there today with my son to stock up on our faves and try a few new things even though we didnt actually need anything. lifelong costco members!,super proud to support a company that is choosing to continue its dei program! went there today with my son to stock up on our faves and try a few new things even though we didnt actually need anything. lifelong costco members!,1,1,1,1
38,Costco,1/28/2025 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzExNTczNTkxNTU3NDkyMjA=,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzU5NjAxMTYyNjU0MTMxNw==,I really hope you’re joking,2/1/2025,reply,1,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzU5NjAxMTYyNjU0MTMxNw==,1,5,0 days,i really hope youre joking,knowing that when dei is stopped at costco and throughout our land...our children can rest in peace → i really hope youre joking,1,1,1,1
168,Costco,1/28/2025 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzEyNzMxMjMzNTcxMTA1MjM=,,I for one will slow my shopping at Costco while you support DEI,2/1/2025,initial,2,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzEyNzMxMjMzNTcxMTA1MjM=,0,520,0 days,i for one will slow my shopping at costco while you support dei,i for one will slow my shopping at costco while you support dei,1,1,1,1
85,Costco,1/28/2025 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzEyODEzMTQ2MzI5NDEzNTk=,,I’ll be canceling my Sam’s club membership and getting a Costco one now! Thanks for being one of the good guys!,2/1/2025,initial,0,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzEyODEzMTQ2MzI5NDEzNTk=,0,520,0 days,ill be canceling my sams club membership and getting a costco one now! thanks for being one of the good guys!,ill be canceling my sams club membership and getting a costco one now! thanks for being one of the good guys!,0,0,0,0
444,Costco,1/28/2025 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzEzMzk5MDQ1MTY5MjcyMDg=,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzg5NzczMzY2NTU3MjI5OTQ=,DEI is like any other government policy. Poorly interpreted and executed it’s a disaster. When used as an education tool and guideline to give folks of ALL flavors opportunities they have been historically denied it works as intended.,2/1/2025,reply,1,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzE1MzU1MTg5MDM4MzE4MDc=,4,0,0 days,dei is like any other government policy. poorly interpreted and executed its a disaster. when used as an education tool and guideline to give folks of all flavors opportunities they have been historically denied it works as intended.,"clearly you do not understand what dei policies are → i actually do understand. i've seen it, experienced it, and seen how it's brought the professionalism and quality of companies down. dei is affirmative action on drugs. it flips the equal employment opportunity approach on its heals by saying, ""not only are you not permitted to discriminate based on race, gender, religion, etc., but you must hire people of various races, genders, religions, etc."" companies, in order to comply, lower their standards. faa did this, walmart did it (and their standards were pretty low to begin with), costo, etc. target! geez, last time i was in a target, a man dressed as a woman was following me around, and he was an employee. i don't know why he was following me around but it was unnerving. and he wasn't security because he wasn't dressed as target security, but as a stock boy. another time, i was sitting at home minding my own business and a women dressed in a full burka came out of an unmarked car (some sedan) and started walking up to my door. she had a box in her hand and she put it in front of my door. i had no clue what was going on. turns out it was an amazon delivery. i live in the country. you don't come to a house in the country dressed in a burka unless you want to get shot. i complained to amazon, and that never happened again. now they come in amazon attire and most of the time in a marked vehicle. → dei is like any other government policy. poorly interpreted and executed its a disaster. when used as an education tool and guideline to give folks of all flavors opportunities they have been historically denied it works as intended.",1,1,1,1
60,Costco,1/28/2025 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzIzNTc1NTQ1NDQ2MjEzOTk=,,"Hanging out at the Costco cafe, watching educational videos on how to treat my fellow humans with RESPECT! Love you Costco!",2/1/2025,initial,0,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzIzNTc1NTQ1NDQ2MjEzOTk=,0,520,0 days,"hanging out at the costco cafe, watching educational videos on how to treat my fellow humans with respect! love you costco!","hanging out at the costco cafe, watching educational videos on how to treat my fellow humans with respect! love you costco!",1,0,0.5,0
139,Costco,1/28/2025 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzQxMzEwMDg3MjM4NTA1NDQ=,,I have an Exective Membership and will continue to support Costco. Stay strong Costco.,2/1/2025,initial,0,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzQxMzEwMDg3MjM4NTA1NDQ=,0,520,0 days,i have an exective membership and will continue to support costco. stay strong costco.,i have an exective membership and will continue to support costco. stay strong costco.,0,0,0,0
382,Costco,1/28/2025 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzY1NzAxNzUyNzAxODEwMQ==,,Viking Cruise. Leaving on our 20th in 2 days!,2/1/2025,initial,0,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzY1NzAxNzUyNzAxODEwMQ==,0,520,0 days,viking cruise. leaving on our 20th in 2 days!,viking cruise. leaving on our 20th in 2 days!,0,0,0,0
22,Costco,1/28/2025 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzYwODk2NTc5ODQwMjE2NQ==,,DEI is a scam!,2/1/2025,initial,4,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzYwODk2NTc5ODQwMjE2NQ==,0,520,0 days,dei is a scam!,dei is a scam!,1,1,1,1
341,Costco,1/28/2025 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzg0MjE1NDgyNjEyODA2MDA=,,I would tell you on X but you shut it down,2/1/2025,initial,1,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzg0MjE1NDgyNjEyODA2MDA=,0,520,0 days,i would tell you on x but you shut it down,i would tell you on x but you shut it down,0,0,0,0
245,Costco,1/28/2025 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzg5OTQzNTk5MzA2NTk1NjM=,,"Thank you, Costco, for standing up for what’s right!",2/1/2025,initial,0,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzg5OTQzNTk5MzA2NTk1NjM=,0,520,0 days,"thank you, costco, for standing up for whats right!","thank you, costco, for standing up for whats right!",0,0,0,0
96,Costco,1/28/2025 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzgwNDA4OTQwNTIzMzQ3OQ==,,I keep telling myself.... DON'T READ THE COMMENTS!! It amazes me how quickly a simple post turns so political and ugly,2/1/2025,initial,0,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzgwNDA4OTQwNTIzMzQ3OQ==,0,520,0 days,i keep telling myself.... don't read the comments!! it amazes me how quickly a simple post turns so political and ugly,i keep telling myself.... don't read the comments!! it amazes me how quickly a simple post turns so political and ugly,0,1,0.5,0
255,Costco,1/28/2025 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzk2MDE4NDExMjcxOTQ2OA==,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzk3MjA3Mjg5MDk0NzA0Mw==,"But you still follow Costco? 
 Costco is better!",2/1/2025,reply,7,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzk3MjA3Mjg5MDk0NzA0Mw==,1,31,0 days,but you still follow costco? costco is better!,at sam's club. my entire extended family now moving our shopping there since you do not support merit based upward mobility. → but you still follow costco? costco is better!,1,0,0.5,1
146,Costco,1/28/2025 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzk2NDQzOTg0MTgwMTgzOQ==,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzYyOTU3MTA1MjkxOTc2OA==,and here we have another gutless person thinking they are making a difference,2/1/2025,reply,0,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzk2NDQzOTg0MTgwMTgzOQ==,0,520,0 days,and here we have another gutless person thinking they are making a difference,and here we have another gutless person thinking they are making a difference,0,0,0,0
416,Costco,1/28/2025 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzk3NjY5Mjk5NDMzMzQ4NDI=,,Strolling through Costco! Appreciating the variety and quality of products as well as their commitment to diversity and inclusion!,2/1/2025,initial,5,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzk3NjY5Mjk5NDMzMzQ4NDI=,0,520,0 days,strolling through costco! appreciating the variety and quality of products as well as their commitment to diversity and inclusion!,strolling through costco! appreciating the variety and quality of products as well as their commitment to diversity and inclusion!,1,1,1,1
439,Delta,2/27/2025 8:00,Y29tbWVudDoxMDMxOTE0NzAyMjkwNzc1XzEzMzY2OTMyOTc2MjU0NTg=,,5 hour delay. Five hours. Then over hour delay that caused us to miss our connecting flight. Any consideration or care??? Nope. Getting home 24 hours later than scheduled due to incompetence and the worst customer service ever.,4/6/2025,initial,0,0,1,Y29tbWVudDoxMDMxOTE0NzAyMjkwNzc1XzEzMzY2OTMyOTc2MjU0NTg=,0,69,0 days,5 hour delay. five hours. then over hour delay that caused us to miss our connecting flight. any consideration or care??? nope. getting home 24 hours later than scheduled due to incompetence and the worst customer service ever.,5 hour delay. five hours. then over hour delay that caused us to miss our connecting flight. any consideration or care??? nope. getting home 24 hours later than scheduled due to incompetence and the worst customer service ever.,0,0,0,0
407,Delta,2/27/2025 8:00,Y29tbWVudDoxMDMxOTE0NzAyMjkwNzc1XzMxMzk5MjA2OTYxNDc0MjM=,,Really professional.,3/1/2025,initial,1,0,1,Y29tbWVudDoxMDMxOTE0NzAyMjkwNzc1XzMxMzk5MjA2OTYxNDc0MjM=,0,69,0 days,really professional.,really professional.,0,0,0,0
428,Delta,2/27/2025 8:00,Y29tbWVudDoxMDMxOTE0NzAyMjkwNzc1XzU2NzE1NTcwOTY4OTExOQ==,,I’m in,3/1/2025,initial,1,0,1,Y29tbWVudDoxMDMxOTE0NzAyMjkwNzc1XzU2NzE1NTcwOTY4OTExOQ==,0,69,0 days,im in,im in,0,0,0,0
59,Delta,2/27/2025 8:00,Y29tbWVudDoxMDMxOTE0NzAyMjkwNzc1XzUyNTQ0Mjc0MzQ1OTI1Ng==,,"Muchas burbujas y te roban la maleta, no te Dan respuesta y después te llaman para estafarte",3/1/2025,initial,7,0,1,Y29tbWVudDoxMDMxOTE0NzAyMjkwNzc1XzUyNTQ0Mjc0MzQ1OTI1Ng==,0,69,0 days,"muchas burbujas y te roban la maleta, no te dan respuesta y despus te llaman para estafarte","muchas burbujas y te roban la maleta, no te dan respuesta y despus te llaman para estafarte",0,0,0,0
160,Costco,1/29/2025 9:00,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzE1NjMxMTQyNTQzNDc3ODM=,,Love my Costco shopping and now that I have learned the DEI initiatives they have adopted have made the shopping experience more enjoyable for all customers (with commitment to meeting the wants/needs of all shoppers the main focus)and the bottom financial line stronger I will happily continue my patronage. Don’t relent to the stupidity of the Trump administration…keep your eye on the ball.,2/1/2025,initial,0,0,1,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzE1NjMxMTQyNTQzNDc3ODM=,0,306,0 days,love my costco shopping and now that i have learned the dei initiatives they have adopted have made the shopping experience more enjoyable for all customers (with commitment to meeting the wants/needs of all shoppers the main focus)and the bottom financial line stronger i will happily continue my patronage. dont relent to the stupidity of the trump administration...keep your eye on the ball.,love my costco shopping and now that i have learned the dei initiatives they have adopted have made the shopping experience more enjoyable for all customers (with commitment to meeting the wants/needs of all shoppers the main focus)and the bottom financial line stronger i will happily continue my patronage. dont relent to the stupidity of the trump administration...keep your eye on the ball.,1,1,1,1
331,Costco,1/29/2025 9:00,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzE4MzI4OTA0NjQxNTExODU=,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzY0OTM0MTg4Nzc1Nzk5MQ==,well have fun. Their meat is horrible quality.,2/1/2025,reply,0,0,1,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzUzMTk2OTUyOTg5Njc3OA==,7,1,0 days,well have fun. their meat is horrible quality.,"bjs is super low quality compared to costco → not everything, in fact both have a significant amount of the exact same brands → well have fun. their meat is horrible quality.",0,0,0,0
347,Costco,1/29/2025 9:00,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzExNDIzNTkyNzc0NDQwNjU=,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzYwMDM3MzU4NTk0Mzg3NQ==,Dear? Are you Ghanaian?,2/1/2025,reply,0,0,1,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzE2MTYxNDg3MjI0NDI2MzE=,4,0,0 days,dear? are you ghanaian?,verstehen sie sarcasm aly oops? → well. that's just stupid. try again dear. → dear? are you ghanaian?,0,0,0,0
145,Costco,1/29/2025 9:00,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzEyNzc4ODYyMDAxODAxNTQ=,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzEzMTAyMTc1OTAxNzA3NTk=,bye bye snowflakes,2/1/2025,reply,1,0,1,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzEzMTAyMTc1OTAxNzA3NTk=,1,2,0 days,bye bye snowflakes,dei is a joke. → bye bye snowflakes,1,1,1,1
184,Costco,1/29/2025 9:00,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzEzNTM4MzUyNzI2Mjc3MjE=,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzEyODM0MTYyNTYyNzEwNzE=,The Kremlin thanks your for sharing it's message. You are good comrade.,2/1/2025,reply,2,0,1,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzEzNTM4MzUyNzI2Mjc3MjE=,0,306,0 days,the kremlin thanks your for sharing it's message. you are good comrade.,the kremlin thanks your for sharing it's message. you are good comrade.,0,0,0,0
13,Costco,1/29/2025 9:00,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzEzNTMzNTk3NTkwMTI3MTk=,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzM4NjM5NzA3NDM4NTMxODA=,bleat your ignorance all that you wish; it only makes you look small. NUTS,2/1/2025,reply,0,0,1,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzMwMjk2NzM3NDM4NjMwMzA=,4,0,0 days,bleat your ignorance all that you wish; it only makes you look small. nuts,nuts → it's easy because i'm not a male democrat. male democrats are more difficult to identify because female democrats are so nasty they put men in dresses to parade them around as women. → bleat your ignorance all that you wish; it only makes you look small. nuts,1,1,1,1
112,Costco,1/29/2025 9:00,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzEzNzY1MDg2NjAwMjQwOTM=,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzMwMjk2NzM3NDM4NjMwMzA=,I thought DEI was a conspiracy theory? Was that another lie like Hunters laptop being Russian misinformation?,2/1/2025,reply,4,0,1,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzMwMjk2NzM3NDM4NjMwMzA=,1,5,0 days,i thought dei was a conspiracy theory? was that another lie like hunters laptop being russian misinformation?,"thank you, costco for continuing dei practices! → i thought dei was a conspiracy theory? was that another lie like hunters laptop being russian misinformation?",1,1,1,1
230,Costco,1/29/2025 9:00,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzQxMDQ4ODY4NDMwNzI5ODA=,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzExNjU4NTkxMDgzMzA3OTI=,bye emma…I see the memo went out to folks who don’t even shop at COSTCO to come spread their hate. There are other stores who might welcome you.,2/1/2025,reply,1,0,1,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzExNjU4NTkxMDgzMzA3OTI=,1,2,0 days,bye emma...i see the memo went out to folks who dont even shop at costco to come spread their hate. there are other stores who might welcome you.,love costco more than ever! keep up the good work of supporting equality and diversity in the workplace! → bye emma...i see the memo went out to folks who dont even shop at costco to come spread their hate. there are other stores who might welcome you.,1,1,1,1
239,Costco,1/29/2025 9:00,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2Xzk3NDkzMjU5NDUzNDg1MQ==,,Bring back the replaced chicken containers.,2/1/2025,initial,0,0,1,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2Xzk3NDkzMjU5NDUzNDg1MQ==,0,306,0 days,bring back the replaced chicken containers.,bring back the replaced chicken containers.,0,0,0,0
340,Costco,1/29/2025 9:00,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzkyOTQ1MDAyOTM0NDY2OA==,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzE0MDQzNzc0Njc2MzczMzY=,"So educate me please, if I'm 'ignorant'.",2/1/2025,reply,0,0,1,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzkxNzQzMDMyMzkyOTkyMDM=,10,0,0 days,"so educate me please, if i'm 'ignorant'.","why would you assume that the most qualified isn't going to be someone of color? whitey has made sure for far too long that poc can't get ahead. → you apparently don't understand the rules for dei. i'm not assuming anything, you're just ignorant. → so educate me please, if i'm 'ignorant'.",1,1,1,1
199,Delta,2/28/2025 12:10,Y29tbWVudDoxMDMyODk4ODA1NTI1Njk4XzQ4NDExMTUwNDc2MjM0NA==,Y29tbWVudDoxMDMyODk4ODA1NTI1Njk4XzEzMDUwMzQwMjQxMTAxMTA=,"Hello ,we are deeply sorry for making you feel that way, it was never our intention but we would like to closely look at the concern raised. Please DM your reachable Whatsapp number we connect you with an agent who can assist. Thank you",3/8/2025,reply,0,0,1,Y29tbWVudDoxMDMyODk4ODA1NTI1Njk4XzEzMDUwMzQwMjQxMTAxMTA=,1,1,0 days,"hello ,we are deeply sorry for making you feel that way, it was never our intention but we would like to closely look at the concern raised. please dm your reachable whatsapp number we connect you with an agent who can assist. thank you","im currently on board right now and hopefully we taking off soon with this delay i missed all my connect flights and cost me one day of my trip, my hotel, my car reservation etc. in thailand. i dont fly united airlines because of this problem with ou... see more → hello ,we are deeply sorry for making you feel that way, it was never our intention but we would like to closely look at the concern raised. please dm your reachable whatsapp number we connect you with an agent who can assist. thank you",0,0,0,0
437,Delta,2/28/2025 12:10,Y29tbWVudDoxMDMyODk4ODA1NTI1Njk4XzY0MDg1NjY1ODQzODIwNQ==,Y29tbWVudDoxMDMyODk4ODA1NTI1Njk4XzE4OTMxMjQwMDEwOTQ3NzM=,We sincerely apologise for the inconvenience caused.I have already responded to your direct message. Please check so we can continue our conversation there. -Thank you,3/1/2025,reply,2,0,1,Y29tbWVudDoxMDMyODk4ODA1NTI1Njk4XzE4OTMxMjQwMDEwOTQ3NzM=,1,4,0 days,we sincerely apologise for the inconvenience caused.i have already responded to your direct message. please check so we can continue our conversation there. -thank you,our very first flight beginning of our vacation was going to be delayed which meant we were going to miss our connecting so they booked us on american airlines and were standing in line getting ready to get... see more → we sincerely apologise for the inconvenience caused.i have already responded to your direct message. please check so we can continue our conversation there. -thank you,0,0,0,0
464,Costco,1/30/2025 10:37,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzMzOTg1MTk0NjY5NDcyMzQ=,,THANK YOU COSTCO for not giving in to pressures to discontinue programs that encourage a diverse workforce. This is so important!!,2/1/2025,initial,98,0,1,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzMzOTg1MTk0NjY5NDcyMzQ=,0,175,0 days,thank you costco for not giving in to pressures to discontinue programs that encourage a diverse workforce. this is so important!!,thank you costco for not giving in to pressures to discontinue programs that encourage a diverse workforce. this is so important!!,1,1,1,1
315,Costco,1/30/2025 10:37,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzU0Njk0MDY0NTAzNjU5OA==,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1Xzk3NDM3NTczMTI4NzkwNA==,"I understand statistics and Trans represents 0.4% of the U.S. population. Also, after we weed out the physicians who are still treating children under the age of 18, AND work on the Trans Social Contagion and tell people the truth, that percentage will drop further.",2/1/2025,reply,0,0,1,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzY0NjAxNTQwNDUxNjU5NA==,4,0,0 days,"i understand statistics and trans represents 0.4% of the u.s. population. also, after we weed out the physicians who are still treating children under the age of 18, and work on the trans social contagion and tell people the truth, that percentage will drop further.","please explain your comment. my jeep is not for sale ||||||| → so im hearing that you dont understand math. or dei. yikes. → i understand statistics and trans represents 0.4% of the u.s. population. also, after we weed out the physicians who are still treating children under the age of 18, and work on the trans social contagion and tell people the truth, that percentage will drop further.",0,1,0.5,1
78,Costco,1/30/2025 10:37,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzUwODA1ODAyODU1MDQwNg==,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzEyNTAxMTA4Mzk2MjAzMjY=,so ignorant,2/1/2025,reply,1,0,1,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzUwODA1ODAyODU1MDQwNg==,0,175,0 days,so ignorant,so ignorant,0,0,0,0
362,Costco,1/30/2025 10:37,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzUzMTk1ODE3MjU2MDAxMQ==,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzExNjgxODQ1Njc5ODE1ODE=,"Enoch 98: 2For ye men shall put on more adornments than a woman, And coloured garments more than a virgin: In royalty and in grandeur and in power, And in silver and in gold and in purple, And in splendour and in food they shall be poured out as water. 3Therefore they shall be wanting in doctrine and wisdom, And they shall perish thereby together with their possessions; And with all their glory and their splendour, And in shame and in slaughter and in great destitution, Their spirits shall be cast into the furnace of fire.",2/1/2025,reply,2,0,1,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzEzMzU2Njk4Nzc0NjM5MjM=,2,0,0 days,"enoch 98: 2for ye men shall put on more adornments than a woman, and coloured garments more than a virgin: in royalty and in grandeur and in power, and in silver and in gold and in purple, and in splendour and in food they shall be poured out as water. 3therefore they shall be wanting in doctrine and wisdom, and they shall perish thereby together with their possessions; and with all their glory and their splendour, and in shame and in slaughter and in great destitution, their spirits shall be cast into the furnace of fire.","we canceled our costco membership after 25 years. we went into the store to ask a full refund! they complied. → oh thank god! so happy to hear this move by the amazing costco is weeding out people like you. → enoch 98: 2for ye men shall put on more adornments than a woman, and coloured garments more than a virgin: in royalty and in grandeur and in power, and in silver and in gold and in purple, and in splendour and in food they shall be poured out as water. 3therefore they shall be wanting in doctrine and wisdom, and they shall perish thereby together with their possessions; and with all their glory and their splendour, and in shame and in slaughter and in great destitution, their spirits shall be cast into the furnace of fire.",0,0,0,0
431,Costco,1/30/2025 10:37,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzczOTA3ODM3NDEwNDU1NjU=,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzYwMDcwMTYyMjg0NDI3MA==,lol no kidding.,2/15/2025,reply,2,0,1,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzExNTk4NDM0NTU4MjI0MTE=,2,0,7 days,lol no kidding.,"all i want to know is if this vodka and soda drink is any good? does anyone have any info on that particular topic since that is what the pic is abt? → agree!! all i want to know is, has anyone tried this drink please and some reviews on this!!??? → lol no kidding.",0,0,0,0
