company_name,post_date,id,parent_id,comment_text,comment_date,comment_type,reaction_count,before_DEI,has_DEI,root_id,depth,sibling_count,time_since_root,cleaned_text,full_text,relevance,stance_dei_reviewer_01,purchase_intention_reviewer_01,stance_dei_reviewer_02,purchase_intention_reviewer_02,stance_dei_average,purchase_intention_average,stance_dei_label,purchase_intention_label
Costco,2/11/25 14:38,Y29tbWVudDoxMDQxOTQ2MTUxMjk2ODgxXzYzNjA4MDQ4MjE0Mzk1Mw==,Y29tbWVudDoxMDQxOTQ2MTUxMjk2ODgxXzk3ODc0ODQ4MzY1MjUyMw==,How does that effect your daily life?,2/16/25,reply,0,0,1,Y29tbWVudDoxMDQxOTQ2MTUxMjk2ODgxXzk3ODc0ODQ4MzY1MjUyMw==,1,5,0 days,how does that effect your daily life?,sorry. i wont purchase due to your dei practices → how does that effect your daily life?,1,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0,0,0,0
Costco,2/18/25 15:25,Y29tbWVudDoxMDQ3NDEzOTcwNzUwMDk5XzI2Njg2NjY3NDAxODc4NTM=,Y29tbWVudDoxMDQ3NDEzOTcwNzUwMDk5Xzk2MzEyMDc5MjYxNjI3MA==,they don't want employees there 24 hours,2/23/25,reply,0,0,1,Y29tbWVudDoxMDQ3NDEzOTcwNzUwMDk5Xzk2MzEyMDc5MjYxNjI3MA==,1,0,0 days,they don't want employees there 24 hours,why not 24hrs???? → they don't want employees there 24 hours,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/26/25 19:21,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzE4NTU4MDk1NTE4MjQ4MzM=,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzExNjgyNjYyOTE1NjgyODA=,Dale Earnhardt Incorporated.,2/1/25,reply,1,0,1,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzE1NDAyMTE1MDY2ODkyNjU=,2,0,0 days,dale earnhardt incorporated.,go woke go broke. dei is divisive and toxic. → do you even know what dei stands for? → dale earnhardt incorporated.,1,0 (Neutral/Unclear/No PI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,2/6/25 9:20,Y29tbWVudDoxMDM4MTM3MzE1MDExMDk4XzIwNDE4NzgxNjI5MDY0Njk=,Y29tbWVudDoxMDM4MTM3MzE1MDExMDk4XzE4MDk5NTA3MDMxNzA4ODE=,Canada takes the Costco Visa,2/9/25,reply,1,0,1,Y29tbWVudDoxMDM4MTM3MzE1MDExMDk4XzE4MDk5NTA3MDMxNzA4ODE=,1,0,0 days,canada takes the costco visa,visa cards not accepted at costco in canada. only mastercard as i found out the hard way when trying to buy multiple items there. → canada takes the costco visa,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Target,2/4/25 15:08,Y29tbWVudDoxMTcyODQzMTI0MjAxMDc3Xzk5NDk3MDcxNTg2MDI3Nw==,,Won’t shop at target until they put DEI programs back !!,2/7/25,initial,53,0,0,Y29tbWVudDoxMTcyODQzMTI0MjAxMDc3Xzk5NDk3MDcxNTg2MDI3Nw==,0,155,0 days,wont shop at target until they put dei programs back !!,wont shop at target until they put dei programs back !!,1,1 (Pro-DEI),-1 (Boycott/Negative),1 (Pro-DEI),-1 (Boycott/Negative),1,-1,1,-1
Costco,1/13/25 11:00,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzYzMTg4OTI4OTM3NDY2Nw==,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzE3NTM2MDk2NTU1MDE1NjE=,because: Not authentic !!!,1/17/25,reply,0,1,1,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzE3NTM2MDk2NTU1MDE1NjE=,1,0,0 days,because: not authentic !!!,not that great. → because: not authentic !!!,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Google,2/24/25 12:07,Y29tbWVudDoxMTkwNjgwNTY1NzQ2NzA5XzQ5ODM1Mjk3MzMyNDc0NA==,,"Follow the Start Own Business For Money Making 
 channel on WhatsApp: https://whatsapp.com/channel/0029VaLDMLo8F2pGJJaNhV2s",2/27/25,initial,0,0,0,Y29tbWVudDoxMTkwNjgwNTY1NzQ2NzA5XzQ5ODM1Mjk3MzMyNDc0NA==,0,196,0 days,follow the start own business for money making channel on whatsapp: <url>,follow the start own business for money making channel on whatsapp: <url>,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,2/4/25 14:13,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1XzE2MzU4NjU4MTc4MDk1MjE=,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1XzM0ODcxNjIyNjQ5MjM5NzI=,"Sharon Pearlstein pssst. Women are DEI hires, too...",2/9/25,reply,3,0,1,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1XzM5NTM2Nzg4NjE1MTg3ODA=,2,9,0 days,"sharon pearlstein pssst. women are dei hires, too...","love costco. thank you for doing the right thing. → hiring people based on their skin color is a great thing → sharon pearlstein pssst. women are dei hires, too...",1,1 (Pro-DEI),0 (Neutral/Unclear/No PI),1 (Pro-DEI),0 (Neutral/Unclear/No PI),1,0,1,0
Target,2/2/25 11:06,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzYyNTI3ODQ1MzU4NTI2NA==,,Roll back DEI and then try to make money off Black Americans….nope,2/7/25,initial,0,0,0,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzYyNTI3ODQ1MzU4NTI2NA==,0,719,0 days,roll back dei and then try to make money off black americans....nope,roll back dei and then try to make money off black americans....nope,1,1 (Pro-DEI),-1 (Boycott/Negative),1 (Pro-DEI),-1 (Boycott/Negative),1,-1,1,-1
Costco,2/16/25 9:00,Y29tbWVudDoxMDQ1NjAzNjA0MjY0NDY5XzU1MjgyOTc0NzkxODM0Mw==,Y29tbWVudDoxMDQ1NjAzNjA0MjY0NDY5XzEwMzE3MjYyNzU2NTQ0ODQ=,you won’t understand until you or someone you love is hit with a gluten/celiac allergy. They enjoy eating out occasionally as much as anybody! ￼,2/16/25,reply,0,0,1,Y29tbWVudDoxMDQ1NjAzNjA0MjY0NDY5XzEyODQ4MzE5MDI2MzE2NTM=,2,1,0 days,you wont understand until you or someone you love is hit with a gluten/celiac allergy. they enjoy eating out occasionally as much as anybody!,no for people with celiac disease. too bad their food court doesn't offer safe options for us → okey-dokey im sure theres stuff in the store that you can eat. its called make your own. → you wont understand until you or someone you love is hit with a gluten/celiac allergy. they enjoy eating out occasionally as much as anybody!,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),-1 (Boycott/Negative),0,-0.5,0,0
Costco,1/22/25 13:45,Y29tbWVudDoxMDI3MjI4OTIyNzY4NjA0XzU4MDAwMzk4MTY3NTMyNg==,,"Thank you for believing in diversity and inclusion, costco",1/31/25,initial,2,0,1,Y29tbWVudDoxMDI3MjI4OTIyNzY4NjA0XzU4MDAwMzk4MTY3NTMyNg==,0,146,0 days,"thank you for believing in diversity and inclusion, costco","thank you for believing in diversity and inclusion, costco",1,1 (Pro-DEI),0 (Neutral/Unclear/No PI),1 (Pro-DEI),0 (Neutral/Unclear/No PI),1,0,1,0
Costco,1/23/25 9:00,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzE2Njc0MTU0NzA4NTUzMjg=,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzU4OTEzMTE4NzM3MjYyMA==,"The Make America Great Again movement is diversity without tyranny. In other words it's a world that is merit based, and that is ideal for the super educated black women. It's not about hierarchy, tenure, skin color, or club membership. It's about qualifications and achievements. Most qualified gets the job, but as usual, you have to make your case and close the deal, and thats the hard part.",2/1/25,reply,0,0,1,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzU5NDc1NzczNjc5MzM3Mg==,8,1,7 days,"the make america great again movement is diversity without tyranny. in other words it's a world that is merit based, and that is ideal for the super educated black women. it's not about hierarchy, tenure, skin color, or club membership. it's about qualifications and achievements. most qualified gets the job, but as usual, you have to make your case and close the deal, and thats the hard part.","dei is the redistribution of wealth through economic fascism, or state coercion. it's the political left's overcompensation for their own historical racial bias, where after the civil war, the democrat elites elevated poor uneducated whites above well educated and successful blacks. dei attempts to reconcile the democrat's past racist policies, but it over compensates, and discriminates against other races. one party is attempting to reconcile for their sins, the democratic party. ""make america great again"" offers diversity without tyranny, without a forced behavior program known as diversity equity and inclusion. → very disheartening that inclusion makes some many people uncomfortable...but racism seems to get a hard pass..im not direction this at you.. im speaking in general terms → the make america great again movement is diversity without tyranny. in other words it's a world that is merit based, and that is ideal for the super educated black women. it's not about hierarchy, tenure, skin color, or club membership. it's about qualifications and achievements. most qualified gets the job, but as usual, you have to make your case and close the deal, and thats the hard part.",1,-1 (Anti-DEI),0 (Neutral/Unclear/No PI),-1 (Anti-DEI),0 (Neutral/Unclear/No PI),-1,0,-1,0
Google,2/10/25 13:54,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzE2NjczNzUzNTA1NTQxMzI=,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzI4Njg5NTU1ODY2MjEzODM=,So Google is following suit with DEI too and there also removing black holidays & Pride Month from their calendars...it's apparentl people don't know what DEI as your President thinks were hired based off race,2/13/25,reply,4,0,0,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzI4Njg5NTU1ODY2MjEzODM=,1,2,0 days,so google is following suit with dei too and there also removing black holidays & pride month from their calendars...it's apparentl people don't know what dei as your president thinks were hired based off race,how can anyone trust google or it products when it can't even get the names of large bodies of water right and follows the orders of a pumpkin. → so google is following suit with dei too and there also removing black holidays & pride month from their calendars...it's apparentl people don't know what dei as your president thinks were hired based off race,1,1 (Pro-DEI),0 (Neutral/Unclear/No PI),1 (Pro-DEI),0 (Neutral/Unclear/No PI),1,0,1,0
Google,1/31/25 14:11,Y29tbWVudDoxMTczOTUzMDk0MDg2MTIzXzEzMTEyNjY4NjM0MDA0Njc=,,"Sawubona egroupin ndize nendaba la uTata Washimu andazi ndingabulela kanjani ku nangu uyasiza ngemali ingena endlini yakho noma kwi account yakho akhuna bungozi uma mawufuna usizo fonela call or whatsapp inumber yakhe 0672721507.
 mina igama lami Nosipho Mampinga Lufele ndine 39years ndihlala e ekomani, Bethlehem ekhaya kuse Newcastle ndandisebenza umsebenzi wobupolisa Kodwa imali iphelela esandleni ndibhatala amatyala ,ndikweleta Yonke indawo emva kokulahlekelwa yimali kwa abanye odokotela apha ku Facebook abanamanga ndadibana nomunye usis minenhle encoma utata nyanga nami ndaqonda uba mandizame ukuthethanaye uTata Washimu ndamfownela wavuma ndamxelela ingxaki yam,yena wathi ngikhanyise mandilinde u 3hours, nyani ndayibona I sms yasebhankini ndangenelwa yimali kwi account yam engange R5.2million ngoku mina ndabhatala u20% wakhe ningakhathazeki uTata Washimu akafuni imali kuwe ,imali uyifuna xa ungenelwe yimali kwi account yakho ,utata ufumaneka noba uphi wena imali iyangena, ningafoneli abanye abantu ku Facebook bayarobha abawazi umsebenzi, fonela uTatu Washimu u100% njengoba mina ndingenelwa yimali ndithenge umuzi ndinemoto ndine amabhizinisi ,enkosi nonke nina nifunde apha call /WhatsApp 0672721507.
 Hello",2/6/25,initial,0,0,0,Y29tbWVudDoxMTczOTUzMDk0MDg2MTIzXzEzMTEyNjY4NjM0MDA0Njc=,0,133,0 days,"sawubona egroupin ndize nendaba la utata washimu andazi ndingabulela kanjani ku nangu uyasiza ngemali ingena endlini yakho noma kwi account yakho akhuna bungozi uma mawufuna usizo fonela call or whatsapp inumber yakhe 0672721507. mina igama lami nosipho mampinga lufele ndine 39years ndihlala e ekomani, bethlehem ekhaya kuse newcastle ndandisebenza umsebenzi wobupolisa kodwa imali iphelela esandleni ndibhatala amatyala ,ndikweleta yonke indawo emva kokulahlekelwa yimali kwa abanye odokotela apha ku facebook abanamanga ndadibana nomunye usis minenhle encoma utata nyanga nami ndaqonda uba mandizame ukuthethanaye utata washimu ndamfownela wavuma ndamxelela ingxaki yam,yena wathi ngikhanyise mandilinde u 3hours, nyani ndayibona i sms yasebhankini ndangenelwa yimali kwi account yam engange r5.2million ngoku mina ndabhatala u20% wakhe ningakhathazeki utata washimu akafuni imali kuwe ,imali uyifuna xa ungenelwe yimali kwi account yakho ,utata ufumaneka noba uphi wena imali iyangena, ningafoneli abanye abantu ku facebook bayarobha abawazi umsebenzi, fonela utatu washimu u100% njengoba mina ndingenelwa yimali ndithenge umuzi ndinemoto ndine amabhizinisi ,enkosi nonke nina nifunde apha call /whatsapp 0672721507. hello","sawubona egroupin ndize nendaba la utata washimu andazi ndingabulela kanjani ku nangu uyasiza ngemali ingena endlini yakho noma kwi account yakho akhuna bungozi uma mawufuna usizo fonela call or whatsapp inumber yakhe 0672721507. mina igama lami nosipho mampinga lufele ndine 39years ndihlala e ekomani, bethlehem ekhaya kuse newcastle ndandisebenza umsebenzi wobupolisa kodwa imali iphelela esandleni ndibhatala amatyala ,ndikweleta yonke indawo emva kokulahlekelwa yimali kwa abanye odokotela apha ku facebook abanamanga ndadibana nomunye usis minenhle encoma utata nyanga nami ndaqonda uba mandizame ukuthethanaye utata washimu ndamfownela wavuma ndamxelela ingxaki yam,yena wathi ngikhanyise mandilinde u 3hours, nyani ndayibona i sms yasebhankini ndangenelwa yimali kwi account yam engange r5.2million ngoku mina ndabhatala u20% wakhe ningakhathazeki utata washimu akafuni imali kuwe ,imali uyifuna xa ungenelwe yimali kwi account yakho ,utata ufumaneka noba uphi wena imali iyangena, ningafoneli abanye abantu ku facebook bayarobha abawazi umsebenzi, fonela utatu washimu u100% njengoba mina ndingenelwa yimali ndithenge umuzi ndinemoto ndine amabhizinisi ,enkosi nonke nina nifunde apha call /whatsapp 0672721507. hello",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Google,2/10/25 13:54,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzE0NzYzMzkzMjAxNDc1Mzc=,,"Shame on you for bending the knee to a evil dictator. I’ve been a customer of Google since the beginning, but I’m looking for an alternative. ￼ Gulf of America? Are you people daft? You can’t remove black history or women’s history or pride from people who need it, you might take it out of your programming, but that doesn’t represent the essence of the American people. Way to be deplorable Google. ￼",2/13/25,initial,0,0,0,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzE0NzYzMzkzMjAxNDc1Mzc=,0,676,0 days,"shame on you for bending the knee to a evil dictator. ive been a customer of google since the beginning, but im looking for an alternative. gulf of america? are you people daft? you cant remove black history or womens history or pride from people who need it, you might take it out of your programming, but that doesnt represent the essence of the american people. way to be deplorable google.","shame on you for bending the knee to a evil dictator. ive been a customer of google since the beginning, but im looking for an alternative. gulf of america? are you people daft? you cant remove black history or womens history or pride from people who need it, you might take it out of your programming, but that doesnt represent the essence of the american people. way to be deplorable google.",1,1 (Pro-DEI),-1 (Boycott/Negative),1 (Pro-DEI),-1 (Boycott/Negative),1,-1,1,-1
Costco,1/26/25 19:21,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzEyNjQyMTQ2NDgxNDMxOTU=,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzExNjY2ODI1OTQ4NTM3MTE=,bye,2/1/25,reply,1,0,1,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzExNjY2ODI1OTQ4NTM3MTE=,1,6,0 days,bye,nope. no more costco for me. → bye,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0,0,0,0
Costco,2/3/25 11:07,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzI4MjE4MTE0MzUxMTY2ODMz,,Just ordered a bunch of stuff.,2/9/25,initial,22,0,1,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzI4MjE4MTE0MzUxMTY2ODMz,0,84,0 days,just ordered a bunch of stuff.,just ordered a bunch of stuff.,0,0 (Neutral/Unclear towards DEI),1 (Buy/Positive),0 (Neutral/Unclear towards DEI),1 (Buy/Positive),0,1,0,1
Delta,2/17/25 14:08,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzY1Mzk4NjM3MzgyNDIzNg==,,Those flight attendants should get a raise they didn't leave the plane till everybody was out it could have been the first people out,2/22/25,initial,3,0,1,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzY1Mzk4NjM3MzgyNDIzNg==,0,540,0 days,those flight attendants should get a raise they didn't leave the plane till everybody was out it could have been the first people out,those flight attendants should get a raise they didn't leave the plane till everybody was out it could have been the first people out,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/23/25 9:00,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzE2NzE5OTc1NjcwNTU2NzQ=,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzU5NDc1NzczNjc5MzM3Mg==,"We'll be canceling my membership. DEI programs are discriminatory and attempt to solve racial discrimination by disadvantaging other groups,",1/25/25,reply,0,0,1,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzU5NDc1NzczNjc5MzM3Mg==,1,35,0 days,"we'll be canceling my membership. dei programs are discriminatory and attempt to solve racial discrimination by disadvantaging other groups,","thanks costco for standing up for inclusion...not sure why anyone would be opposed to that → we'll be canceling my membership. dei programs are discriminatory and attempt to solve racial discrimination by disadvantaging other groups,",1,-1 (Anti-DEI),-1 (Boycott/Negative),0 (Neutral/Unclear towards DEI),-1 (Boycott/Negative),-0.5,-1,-1,-1
Delta,1/22/25 9:00,Y29tbWVudDoxMDA1NjUzODk0OTE2ODU2XzI4MTY5MDc0MDU2MDczOTY0,,"Expose Corruption, Civil Rights Violations, Judges, Cps",1/31/25,initial,0,1,1,Y29tbWVudDoxMDA1NjUzODk0OTE2ODU2XzI4MTY5MDc0MDU2MDczOTY0,0,183,0 days,"expose corruption, civil rights violations, judges, cps","expose corruption, civil rights violations, judges, cps",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,2/9/25 9:00,Y29tbWVudDoxMDQwMzExMDU0NzkzNzI0XzEzMjIzMTczNTIzMDIwNDg=,,Robby is coming.,2/16/25,initial,1,0,1,Y29tbWVudDoxMDQwMzExMDU0NzkzNzI0XzEzMjIzMTczNTIzMDIwNDg=,0,801,0 days,robby is coming.,robby is coming.,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,2/4/25 14:13,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1XzExNzg4NjIzOTA1MTI1NzA=,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1XzU4MzQ3MzI1NzkyNTA4MA==,you're still what Trump considers DEI. At the end of the day you have dark skin and are Mexican,2/9/25,reply,0,0,1,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1XzExNjI2ODc0MjUyNjcwNjE=,2,9,0 days,you're still what trump considers dei. at the end of the day you have dark skin and are mexican,"appreciate your dei stand costco! by the increase in your stock value, id say doing the right thing is paying big dividends! → hope you never need a job because costco wont hire you just based on your profile picture. → you're still what trump considers dei. at the end of the day you have dark skin and are mexican",1,0 (Neutral/Unclear/No PI),0 (Neutral/Unclear/No PI),1 (Pro-DEI),0 (Neutral/Unclear towards DEI),0.5,0,0,0
Target,2/2/25 11:06,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzI0MTExMjU1MjkyNDg4NTY=,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzY4MDE5NTQ4Nzc5NDMxOQ==,exactly.,2/7/25,reply,3,0,0,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzY4MDE5NTQ4Nzc5NDMxOQ==,1,6,0 days,exactly.,nope. cant roll back your dei and then be all but we carry black-owned businesses clothing. → exactly.,1,1 (Pro-DEI),0 (Neutral/Unclear/No PI),1 (Pro-DEI),0 (Neutral/Unclear/No PI),1,0,1,0
Delta,2/17/25 14:08,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzE3MTc4ODI0NzI0MDIxMjU=,,Mike Ryan,2/22/25,initial,0,0,1,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzE3MTc4ODI0NzI0MDIxMjU=,0,540,0 days,mike ryan,mike ryan,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Delta,2/18/25 6:49,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzEwODUzMTgzMDAwMTc5Nzg=,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0Xzk5NTI3MzYzNTgzNjQzMQ==,Please do not spread false information about the crew. Endeavor air doesn't have gray strips on their shirts. This is clearly a picture of another regional pilot crew.,2/22/25,reply,2,0,1,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzEwODUzMTgzMDAwMTc5Nzg=,0,510,0 days,please do not spread false information about the crew. endeavor air doesn't have gray strips on their shirts. this is clearly a picture of another regional pilot crew.,please do not spread false information about the crew. endeavor air doesn't have gray strips on their shirts. this is clearly a picture of another regional pilot crew.,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/26/25 19:21,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzEzMzQwMTY0Njc3ODA1NTg=,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzY0MDI0OTg0NTMzNjE1Ng==,no that is not at all what DEI means so maybe you should educate yourself. It means PRIORITIZING hiring of people because of the color of their skin or what they are perceived as “can’t do” instead of hiring the same people because of their merit and what they CAN do. DEI looks at a person and says “because they look a certain way or have a disability they automatically are disadvantaged” instead of looking at people for who they actually are. It is the most racist/ableist practice out there. We already have anti-discrimination laws in hiring so maybe you should look those up.,2/1/25,reply,0,0,1,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzUyMDc3Mjg4MTYxMjA3NDg=,2,0,0 days,no that is not at all what dei means so maybe you should educate yourself. it means prioritizing hiring of people because of the color of their skin or what they are perceived as cant do instead of hiring the same people because of their merit and what they can do. dei looks at a person and says because they look a certain way or have a disability they automatically are disadvantaged instead of looking at people for who they actually are. it is the most racist/ableist practice out there. we already have anti-discrimination laws in hiring so maybe you should look those up.,"bye costco. ending our membership after 24 years. we dont support dei and as long as you continue to support such a racist practice, you will lose. → perhaps educate yourself since you obviously havent → no that is not at all what dei means so maybe you should educate yourself. it means prioritizing hiring of people because of the color of their skin or what they are perceived as cant do instead of hiring the same people because of their merit and what they can do. dei looks at a person and says because they look a certain way or have a disability they automatically are disadvantaged instead of looking at people for who they actually are. it is the most racist/ableist practice out there. we already have anti-discrimination laws in hiring so maybe you should look those up.",1,-1 (Anti-DEI),0 (Neutral/Unclear towards DEI),-1 (Anti-DEI),0 (Neutral/Unclear towards DEI),-1,0,-1,0
Costco,1/26/25 19:21,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzExNjY2ODI1OTQ4NTM3MTE=,,Nope. No more Costco for me.,2/1/25,initial,16,0,1,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzExNjY2ODI1OTQ4NTM3MTE=,0,341,0 days,nope. no more costco for me.,nope. no more costco for me.,0,0 (Neutral/Unclear towards DEI),-1 (Boycott/Negative),0 (Neutral/Unclear towards DEI),-1 (Boycott/Negative),0,-1,0,-1
Costco,1/23/25 9:00,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzU1ODg1OTc3NzIwMzQzNg==,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzU0MzQ1NzIyNTUxODYyMw==,Conservatives want to be oppressed so bad it should be classified as BDSM,1/25/25,reply,0,0,1,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzYyNjY4MzA5NjQ0NTE1MA==,2,1,0 days,conservatives want to be oppressed so bad it should be classified as bdsm,thank you costco for standing up for everyone → by discriminating against straight white men? you are why harris lost. → conservatives want to be oppressed so bad it should be classified as bdsm,1,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Delta,2/13/25 9:30,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzQwMTQwNjE3MTIyMTY5NTU=,,"Show me the economy legroom, or it doesn’t exist!!!!",2/15/25,initial,0,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzQwMTQwNjE3MTIyMTY5NTU=,0,480,0 days,"show me the economy legroom, or it doesnt exist!!!!","show me the economy legroom, or it doesnt exist!!!!",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/13/25 11:00,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzE4Mzc2NDM2NDY5NzQ4MzA=,,They are so good,1/17/25,initial,0,1,1,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzE4Mzc2NDM2NDY5NzQ4MzA=,0,272,0 days,they are so good,they are so good,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0,0,0,0
Costco,1/26/25 19:21,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzYxNTMwNjUwNDMyMDcxNQ==,,Love Costco!,2/1/25,initial,3,0,1,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzYxNTMwNjUwNDMyMDcxNQ==,0,341,0 days,love costco!,love costco!,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Target,1/12/25 8:00,Y29tbWVudDoxMTU2MTU4NzU5MjAyODQ3XzE1OTU4OTkxNTEyODY1ODQ=,,Sosefina Myilee so cute,1/24/25,initial,1,0,0,Y29tbWVudDoxMTU2MTU4NzU5MjAyODQ3XzE1OTU4OTkxNTEyODY1ODQ=,0,105,0 days,sosefina myilee so cute,sosefina myilee so cute,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
